Flow ID, Source IP, Source Port, Destination IP, Destination Port, Protocol, Timestamp, Flow Duration, Total Fwd Packets, Total Backward Packets, Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std, Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std, Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min, Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min, Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min, Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length, Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance, FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length, Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk, Bwd Avg Bulk Rate, Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes, Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward, Active Mean, Active Std, Active Max, Active Min, Idle Mean, Idle Std, Idle Max, Idle Min, Label
192.168.10.50-172.16.0.1-80-33966-6,172.16.0.1,33966,192.168.10.50,80,6,5/7/2017 10:58:57,23141,6,5,1834,29088,828,0,305.648,297.899,21373,265,5817.7,6760.31,1336243.0318482348,475.3467870878527,2314.1,2885.26,7649,468,20876,4175.15,5954.8,17664,980,18483,4620.82,5114.88,17630,258,0,0,0,0,192,160,259.28,216.067,0,21373,2576.83,5330.08,2.84098e+07,1,0,0,0,0,0,0,0,0,2811.09,305.648,5817.7,192,0,0,0,0,0,0,6,1834,5,29088,251,-1,2,32,0,0,0,0,0,0,0,0,DoS Hulk
192.168.10.50-172.16.0.1-80-12446-6,172.16.0.1,12446,192.168.10.50,80,6,5/7/2017 10:58:58,8870,8,5,2179,19646,535,96,272.433,215.288,13182,0,3929.26,4448.27,2460541.14994363,1465.6144306651636,739.167,852.53,1870,138,8169,1166.94,1539.72,5291,222,4509,1127.26,1088.35,2414,119,0,0,0,0,256,160,901.917,563.698,0,13182,1558.93,3289.13,1.08184e+07,1,0,0,0,1,1,0,0,0,1678.85,272.433,3929.26,256,0,0,0,0,0,0,8,2179,5,19646,251,227,5,32,0,0,0,0,0,0,0,0,DoS Hulk
192.168.10.50-172.16.0.1-80-27533-6,172.16.0.1,27533,192.168.10.50,80,6,5/7/2017 10:59:02,8327,6,6,1946,17985,799,0,324.305,439.102,7780,329,2997.49,2813.21,2393539.0897081783,1441.0952323766062,757,982.292,3221,69,6191,1238.28,1469.84,4220,189,4823,964.647,1072.9,3131,188,0,0,0,0,192,192,720.548,720.548,0,7780,1533.15,2419.97,5.85626e+06,0,0,0,0,0,1,0,0,1,1660.92,324.305,2997.49,192,0,0,0,0,0,0,6,1946,6,17985,29200,235,2,32,0,0,0,0,0,0,0,0,DoS Hulk
192.168.10.50-172.16.0.1-80-52437-6,172.16.0.1,52437,192.168.10.50,80,6,5/7/2017 10:59:02,19125,7,3,2625,12330,1352,2,375.022,652.052,12341,0,4109.98,5544.51,781960.7843137255,522.8758169934641,2125,1889.58,5819,321,13879,2313.09,1812.01,5507,369,13242,6621.23,5491.3,13242,1704,0,0,0,0,140,60,366.013,156.863,0,12341,1359.55,3531.01,1.24681e+07,1,0,0,0,0,1,0,0,0,1495.5,375.022,4109.98,140,0,0,0,0,0,0,7,2625,3,12330,251,227,3,20,0,0,0,0,0,0,0,0,DoS Hulk
192.168.10.50-172.16.0.1-80-60131-6,172.16.0.1,60131,192.168.10.50,80,6,5/7/2017 10:59:04,23670,6,3,1724,6156,825,108,287.345,256.401,7043,30,2051.91,2973.1,332910.8576256865,380.22813688212926,2958.75,4826.64,13368,373,16706,3341.27,4644.08,14311,77,12554,6277.09,9766.16,12554,156,0,0,0,0,120,60,253.485,126.743,30,7043,788,1920.9,3.68986e+06,0,0,0,0,1,0,0,0,0,875.556,287.345,2051.91,120,0,0,0,0,0,0,6,1724,3,6156,256,-1,2,20,0,0,0,0,0,0,0,0,DoS Hulk
192.168.10.50-172.16.0.1-80-17008-6,172.16.0.1,17008,192.168.10.50,80,6,5/7/2017 10:59:05,2044669,3,3,278,4482,200,0,92.7932,76.8412,2740,844,1494.13,600.1,2328.0051685627354,2.9344602965076496,408934,1.00711e+06,2044669,13074,1359872,679936,1.99279e+06,1359872,99690,1278772,639386,1.36398e+06,1278772,86975,0,0,0,0,60,60,1.46723,1.46723,0,2740,680,828.747,686821,0,0,0,0,0,0,0,0,1,793.333,92.7932,1494.13,60,0,0,0,0,0,0,3,278,3,4482,65535,65535,1,20,0,0,0,0,0,0,0,0,DoS Hulk
192.168.10.50-172.16.0.1-80-56228-6,172.16.0.1,56228,192.168.10.50,80,6,5/7/2017 10:59:10,5391,4,6,1113,26884,726,99,278.147,263.036,9552,930,4480.68,3171.6,5193285.1048043035,1854.943424225561,599,353.316,1172,30,3576,1191.86,691.343,3165,43,3139,627.896,424.459,1473,126,0,0,0,0,128,192,741.977,1112.97,99,9552,2545.18,3219.71,1.03666e+07,1,0,0,0,0,1,0,0,1,2799.7,278.147,4480.68,128,0,0,0,0,0,0,4,1113,6,26884,29200,235,2,32,0,0,0,0,0,0,0,0,DoS Hulk
192.168.10.50-172.16.0.1-80-17642-6,172.16.0.1,17642,192.168.10.50,80,6,5/7/2017 10:59:10,3114,7,4,1966,22955,838,0,280.872,363.623,15681,0,5738.76,6028.16,8002890.173410405,3532.4341682723184,311.4,637.517,1346,74,1890,315.057,632.226,1444,38,2323,774.205,1801.49,2323,170,0,0,0,0,224,128,2247.91,1284.52,0,15681,2076.75,4497.46,2.02271e+07,1,0,0,0,1,0,0,0,0,2265.55,280.872,5738.76,224,0,0,0,0,0,0,7,1966,4,22955,256,-1,3,32,0,0,0,0,0,0,0,0,DoS Hulk
192.168.10.50-172.16.0.1-80-9655-6,172.16.0.1,9655,192.168.10.50,80,6,5/7/2017 10:59:12,55145,3,7,1274,33575,1373,0,424.681,481.482,13903,0,4796.46,4147.22,631952.1262127119,181.34010336385893,6127.22,12110.3,28448,1478,52643,26321.6,45472,52643,5858,45932,7655.39,14076.2,38457,161,0,0,0,0,60,140,54.402,126.938,0,13903,3168.09,4027.79,1.62231e+07,1,0,0,0,0,0,0,0,2,3484.9,424.681,4796.46,60,0,0,0,0,0,0,3,1274,7,33575,251,235,2,20,0,0,0,0,0,0,0,0,DoS Hulk
192.168.10.50-172.16.0.1-80-37167-6,172.16.0.1,37167,192.168.10.50,80,6,5/7/2017 10:59:12,21875,4,8,1623,24095,1587,0,405.63,594.866,12026,0,3011.91,4436.87,1175680.0,548.5714285714286,1988.64,2951.1,10460,490,20205,6734.89,11410.7,20205,1116,17225,2460.67,3603.88,6407,68,0,0,0,0,80,160,182.857,365.714,0,12026,1978.31,3844.28,1.47785e+07,1,0,0,0,0,0,0,0,2,2143.17,405.63,3011.91,80,0,0,0,0,0,0,4,1623,8,24095,29200,227,2,20,0,0,0,0,0,0,0,0,DoS Hulk
192.168.10.50-172.16.0.1-80-10431-6,172.16.0.1,10431,192.168.10.50,80,6,5/7/2017 10:59:15,948,6,3,2373,21303,1199,0,395.502,377.767,26280,0,7100.88,7925.37,24974683.544303797,9493.67088607595,118.5,117.806,284,32,683,136.576,157.514,313,6,490,244.827,289.413,490,10,0,0,0,0,120,60,6329.11,3164.56,0,26280,2367.6,5576.12,3.10931e+07,1,0,0,0,0,0,0,0,0,2630.67,395.502,7100.88,120,0,0,0,0,0,0,6,2373,3,21303,29200,-1,4,20,0,0,0,0,0,0,0,0,DoS Hulk
192.168.10.50-172.16.0.1-80-62387-6,172.16.0.1,62387,192.168.10.50,80,6,5/7/2017 10:59:15,13521,5,3,1733,32527,1367,0,346.56,612.287,26738,3839,10842.2,9110.85,2533836.254714888,591.6722135936691,1931.57,2013.43,4149,525,9110,2277.43,2210.22,8234,443,11436,5717.96,6652.56,11436,746,0,0,0,0,100,60,369.795,221.877,0,26738,3806.67,7576.74,5.7407e+07,1,0,0,0,1,0,0,0,0,4282.5,346.56,10842.2,100,0,0,0,0,0,0,5,1733,3,32527,29200,227,2,20,0,0,0,0,0,0,0,0,DoS Hulk
192.168.10.50-172.16.0.1-80-49645-6,172.16.0.1,49645,192.168.10.50,80,6,5/7/2017 10:59:19,63207,5,4,1486,25595,752,21,297.155,232.745,17079,0,6398.84,6870.82,428449.3806065784,142.38929232521716,7900.88,16022.6,55161,1326,38470,9617.62,17337,38470,268,35869,11956.4,24360.9,35869,2435,0,0,0,0,100,80,79.1052,63.2841,0,17079,2708.1,5504.07,3.02948e+07,1,0,0,0,1,0,0,0,0,3009,297.155,6398.84,100,0,0,0,0,0,0,5,1486,4,25595,256,227,3,20,0,0,0,0,0,0,0,0,DoS Hulk
192.168.10.50-172.16.0.1-80-30475-6,172.16.0.1,30475,192.168.10.50,80,6,5/7/2017 10:59:20,5853,5,7,1573,36800,1126,0,314.566,414.872,15952,0,5257.2,4776.39,6556125.064069708,2050.2306509482314,532.091,1120.18,2318,45,4417,1104.29,2593.36,4417,127,3286,547.603,1144.99,2097,60,0,0,0,0,100,140,854.263,1195.97,0,15952,2951.77,4402.05,1.93781e+07,1,0,0,0,1,0,0,0,1,3197.75,314.566,5257.2,100,0,0,0,0,0,0,5,1573,7,36800,29200,-1,3,20,0,0,0,0,0,0,0,0,DoS Hulk
192.168.10.50-172.16.0.1-80-49239-6,172.16.0.1,49239,192.168.10.50,80,6,5/7/2017 10:59:23,21584,9,6,3088,39320,1198,0,343.087,539.613,22851,0,6553.32,9604.55,1964788.7323943663,694.959229058562,1541.71,1919.99,4983,283,17857,2232.09,2321,7195,507,20037,4007.32,4873.21,14075,287,0,0,0,0,288,192,416.976,277.984,0,22851,2650.5,6808.89,4.6361e+07,0,0,0,0,0,0,0,0,0,2827.2,343.087,6553.32,288,0,0,0,0,0,0,9,3088,6,39320,29200,227,4,32,0,0,0,0,0,0,0,0,DoS Hulk
192.168.10.50-172.16.0.1-80-60649-6,172.16.0.1,60649,192.168.10.50,80,6,5/7/2017 10:59:25,40287,7,9,2932,34829,2056,0,418.863,665.667,12521,0,3869.87,5030.91,937299.8734082954,397.1504455531561,2685.8,4171.93,11471,642,39690,6614.94,10801.6,19750,924,34971,4371.37,5805.66,18175,355,0,0,0,0,140,180,173.753,223.397,0,12521,2221.24,4169.04,1.73809e+07,0,0,0,0,1,0,0,0,1,2360.06,418.863,3869.87,140,0,0,0,0,0,0,7,2932,9,34829,256,227,3,20,0,0,0,0,0,0,0,0,DoS Hulk
192.168.10.50-172.16.0.1-80-37714-6,172.16.0.1,37714,192.168.10.50,80,6,5/7/2017 10:59:28,32693,5,7,1936,36476,1890,0,387.157,639.001,15690,0,5210.87,5400.12,1174930.413238308,367.0510506836326,2972.09,3086.3,10245,699,24661,6165.19,5958.35,18322,434,32510,5418.27,5310.84,17807,227,0,0,0,0,100,140,152.938,214.113,0,15690,2954.77,4785.08,2.2897e+07,1,0,0,0,1,0,0,0,1,3201,387.157,5210.87,100,0,0,0,0,0,0,5,1936,7,36476,256,235,3,20,0,0,0,0,0,0,0,0,DoS Hulk
192.168.10.50-172.16.0.1-80-49203-6,172.16.0.1,49203,192.168.10.50,80,6,5/7/2017 10:59:33,30479,5,4,1678,27834,1414,0,335.645,564.157,13050,362,6958.43,4881.28,968273.2373109354,295.2852783883985,3809.88,5855.73,18237,850,28146,7036.42,11300,28146,2063,29154,9718.02,14189,29154,1822,0,0,0,0,100,80,164.047,131.238,0,13050,2951.2,4658.76,2.1704e+07,0,0,0,0,0,1,0,0,0,3279.11,335.645,6958.43,100,0,0,0,0,0,0,5,1678,4,27834,256,235,3,20,0,0,0,0,0,0,0,0,DoS Hulk
192.168.10.50-172.16.0.1-80-53086-6,172.16.0.1,53086,192.168.10.50,80,6,5/7/2017 10:59:34,4416,5,7,1407,35145,1099,0,281.332,377.93,10483,0,5020.75,4550.41,8277173.9130434785,2717.391304347826,401.455,194.991,816,91,2955,738.858,384.603,1171,14,2981,496.805,220.291,829,127,0,0,0,0,100,140,1132.25,1585.14,0,10483,2811.69,4201.5,1.76526e+07,0,1,0,0,0,0,0,0,1,3046,281.332,5020.75,100,0,0,0,0,0,0,5,1407,7,35145,251,235,3,20,0,0,0,0,0,0,0,0,DoS Hulk
192.168.10.50-172.16.0.1-80-18929-6,172.16.0.1,18929,192.168.10.50,80,6,5/7/2017 10:59:37,13598,7,6,2508,44085,1014,68,358.301,337.292,19908,0,7347.51,9341.88,3426459.773496102,956.0229445506692,1133.17,1058.48,4081,41,11679,1946.43,2103.43,4491,545,10482,2096.3,2176.3,4530,42,0,0,0,0,224,192,514.782,441.241,0,19908,3328.07,7248.84,5.25456e+07,0,0,0,1,1,1,0,0,0,3584.08,358.301,7347.51,224,0,0,0,0,0,0,7,2508,6,44085,256,227,3,32,0,0,0,0,0,0,0,0,DoS Hulk
192.168.10.50-172.16.0.1-80-62366-6,172.16.0.1,62366,192.168.10.50,80,6,5/7/2017 10:59:45,3329,7,5,2779,23188,1610,0,397.027,621.104,15349,126,4637.51,6330.92,7800240.312406128,3604.686091919495,302.636,245.491,864,70,2084,347.287,228.291,998,52,2023,505.765,489.527,1261,19,1,0,0,0,140,100,2102.73,1501.95,0,15349,1997.46,4617.74,2.13235e+07,1,0,0,1,0,0,0,0,0,2163.92,397.027,4637.51,140,0,0,0,0,0,0,7,2779,5,23188,256,235,4,20,0,0,0,0,0,0,0,0,DoS Hulk
192.168.10.50-172.16.0.1-80-8442-6,172.16.0.1,8442,192.168.10.50,80,6,5/7/2017 10:59:45,24004,3,4,1392,20740,1104,10,463.849,385.09,18286,1511,5184.98,7128.6,922012.9978336944,291.6180636560573,4000.67,3199.14,11825,271,22451,11225.5,10659.2,22451,1396,23440,7813.34,6336.96,23440,715,1,0,0,0,60,80,124.979,166.639,10,18286,2766.5,5892.07,3.47165e+07,0,0,1,1,1,0,0,0,1,3161.71,463.849,5184.98,60,0,0,0,0,0,0,3,1392,4,20740,251,-1,1,20,0,0,0,0,0,0,0,0,DoS Hulk
192.168.10.50-172.16.0.1-80-41125-6,172.16.0.1,41125,192.168.10.50,80,6,5/7/2017 10:59:48,14998,10,3,2471,19701,707,42,247.118,310.079,25254,1746,6567.06,8540.77,1478330.444059208,866.7822376316842,1249.83,919.741,3018,190,11472,1274.61,781.568,2667,135,14355,7177.5,5729.46,14355,786,0,0,0,0,320,96,666.756,200.027,42,25254,1583.71,4900.25,2.40124e+07,1,0,0,0,0,0,0,0,0,1705.54,247.118,6567.06,320,0,0,0,0,0,0,10,2471,3,19701,251,235,4,32,0,0,0,0,0,0,0,0,DoS Hulk
192.168.10.50-172.16.0.1-80-2065-6,172.16.0.1,2065,192.168.10.50,80,6,5/7/2017 10:59:49,108212,6,5,1836,25895,704,81,306.076,245,12524,0,5179.03,5827.54,256265.47887480134,101.65231212804495,10821.2,19173.9,40964,2379,97239,19447.7,33956.7,97239,2427,92839,23209.7,48522,92839,2786,1,0,0,0,192,160,55.4467,46.2056,0,12524,2310.92,4626.09,2.14007e+07,1,0,0,1,1,0,0,0,0,2521,306.076,5179.03,192,0,0,0,0,0,0,6,1836,5,25895,29200,227,2,32,0,0,0,0,0,0,0,0,DoS Hulk
192.168.10.50-172.16.0.1-80-17356-6,172.16.0.1,17356,192.168.10.50,80,6,5/7/2017 10:59:50,31030,3,5,1306,24953,1686,0,435.201,675.807,12583,0,4990.58,6880.15,846245.5688043828,257.8150177247825,4432.86,6331.31,14349,1200,19546,9772.76,12147.5,19546,1948,29475,7368.68,12140,27966,38,0,0,0,0,96,160,96.6806,161.134,0,12583,2917.67,5895.18,3.47532e+07,1,0,0,0,1,1,0,0,1,3282.38,435.201,4990.58,96,0,0,0,0,0,0,3,1306,5,24953,251,227,1,32,0,0,0,0,0,0,0,0,DoS Hulk
192.168.10.50-172.16.0.1-80-18117-6,172.16.0.1,18117,192.168.10.50,80,6,5/7/2017 10:59:57,10878,4,6,755,24154,661,0,188.776,287.722,15621,0,4025.61,5196.67,2289851.075565361,919.2866335723479,1208.67,1766.38,4384,184,8345,2781.83,4015.37,7711,514,9491,1898.26,3121.25,9491,279,0,0,0,0,80,120,367.715,551.572,0,15621,2264.45,4452.04,1.98207e+07,1,0,0,0,0,0,0,0,1,2490.9,188.776,4025.61,80,0,0,0,0,0,0,4,755,6,24154,29200,-1,2,20,0,0,0,0,0,0,0,0,DoS Hulk
192.168.10.50-172.16.0.1-80-7087-6,172.16.0.1,7087,192.168.10.50,80,6,5/7/2017 10:59:57,4056,6,5,2198,25123,787,156,366.375,329.515,9490,1549,5024.54,3565.92,6735946.745562131,2712.0315581854043,405.6,628.179,1728,93,3912,782.468,1390.67,2568,117,2688,671.987,906.463,2648,179,0,0,0,0,192,160,1479.29,1232.74,156,9490,2276.75,3355.85,1.12617e+07,0,0,0,0,0,0,0,0,0,2483.73,366.375,5024.54,192,0,0,0,0,0,0,6,2198,5,25123,256,227,3,32,0,0,0,0,0,0,0,0,DoS Hulk
192.168.10.50-172.16.0.1-80-7087-6,172.16.0.1,7087,192.168.10.50,80,6,5/7/2017 10:59:57,4056,6,5,2198,25123,787,156,366.375,329.515,9490,1549,5024.54,3565.92,6735946.745562131,2712.0315581854043,405.6,628.179,1728,93,3912,782.468,1390.67,2568,117,2688,671.987,906.463,2648,179,0,0,0,0,192,160,1479.29,1232.74,156,9490,2276.75,3355.85,1.12617e+07,0,0,0,0,0,0,0,0,0,2483.73,366.375,5024.54,192,0,0,0,0,0,0,6,2198,5,25123,256,227,3,32,0,0,0,0,0,0,0,0,DoS Hulk
192.168.10.50-172.16.0.1-80-36389-6,172.16.0.1,36389,192.168.10.50,80,6,5/7/2017 10:59:59,4754897,4,6,172,5715,66,27,42.9633,15.671,2474,449,952.533,650.563,1238.0920133496056,2.1030949776619767,528322,694661,2002364,20443,3424127,1.14138e+06,1.34972e+06,3028804,23621,2667149,533430,775680,2216316,153852,0,0,0,0,128,192,0.841238,1.26186,27,2474,535.182,674.877,455459,1,0,0,1,0,0,0,0,1,588.7,42.9633,952.533,128,0,0,0,0,0,0,4,172,6,5715,29200,5840,2,32,0,0,0,0,0,0,0,0,DoS Hulk
23.199.28.3-192.168.10.16-443-47236-6,192.168.10.16,47236,23.199.28.3,443,6,5/7/2017 11:00:06,355160,8,22,1330,27194,303,85,166.256,98.0996,2307,31,1236.11,841.837,80313.0983218831,84.4689717310508,12246.9,20590.5,32924,2868,328390,46912.9,81631.9,161311,5768,299764,14274.5,26401.4,68298,535,0,0,0,0,160,440,22.5251,61.9439,31,2307,920.129,864.316,747043,1,0,0,1,0,0,0,0,2,950.8,166.256,1236.11,160,0,0,0,0,0,0,8,1330,22,27194,64240,65535,3,20,0,0,0,0,0,0,0,0,BENIGN
172.147.69.201-192.168.10.16-443-3475-6,192.168.10.16,3475,172.147.69.201,443,6,5/7/2017 11:00:29,10104577,4,11,240,1856,99,30,59.9226,22.3398,288,71,168.742,70.6139,207.4307514307625,1.484475797452976,721756,1.0037e+06,3350833,60717,8006657,2.66889e+06,3.24842e+06,8006657,120478,5120297,512030,795025,2129225,55707,0,0,0,0,80,220,0.39586,1.08862,30,288,131,78.6225,6181.5,1,0,0,0,0,0,0,0,2,139.733,59.9226,168.742,80,0,0,0,0,0,0,4,240,11,1856,29200,5840,2,20,13997.6,0,13998,13998,8.44593e+06,0,8445926,8445926,BENIGN
23.41.133.82-192.168.10.17-53-35906-17,192.168.10.17,35906,23.41.133.82,53,17,5/7/2017 11:01:44,124521,2,1,62,33,37,29,31.1978,2.7996,33,33,32.5933,0,762.9235229399056,24.092321777049655,62260.5,18678.1,91068,5990,100467,100467,0,100467,5653,0,0,0,0,0,0,0,0,0,16,8,16.0615,8.03077,29,37,23.75,8.26275,68.273,0,0,0,0,0,0,0,0,0,31.6667,31.1978,32.5933,16,0,0,0,0,0,0,2,62,1,33,-1,-1,2,8,0,0,0,0,0,0,0,0,BENIGN
185.48.152.218-192.168.10.17-123-4112-17,192.168.10.17,4112,185.48.152.218,123,17,5/7/2017 11:03:31,69883,1,1,40,137,40,40,39.5392,0,137,137,137.42,0,2532.8048309317,28.619263626346893,69883,0,69883,16345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,14.3096,14.3096,40,137,59,57.1333,3264.21,0,0,0,0,0,0,0,0,1,88.5,39.5392,137.42,8,0,0,0,0,0,0,1,40,1,137,-1,-1,1,8,0,0,0,0,0,0,0,0,BENIGN
172.241.50.42-192.168.10.8-53-45488-17,192.168.10.8,45488,172.241.50.42,53,17,5/7/2017 11:03:47,928347,2,1,51,158,30,23,25.2728,2.4426,158,158,157.538,0,225.1313355889554,3.2315502716118,464174,139252,824227,10413,639127,639127,0,639127,178880,0,0,0,0,0,0,0,0,0,16,8,2.15437,1.07718,23,158,52.25,64.6866,4184.36,0,0,0,0,0,0,0,0,0,69.6667,25.2728,157.538,16,0,0,0,0,0,0,2,51,1,158,-1,-1,2,8,0,0,0,0,0,0,0,0,BENIGN
13.170.228.198-192.168.10.16-53-23823-17,192.168.10.16,23823,13.170.228.198,53,17,5/7/2017 11:04:14,1509810,1,2,42,165,42,42,42.0145,0,126,72,82.6851,20.6607,137.10334412939375,1.9870049873825182,754905,226472,1125278,196184,0,0,0,0,0,906428,906428,0,906428,62490,0,0,0,0,8,16,0.662335,1.32467,42,126,51.75,30.8894,954.157,0,0,0,0,0,0,0,0,2,69,42.0145,82.6851,8,0,0,0,0,0,0,1,42,2,165,-1,-1,1,0,0,0,0,0,0,0,0,0,BENIGN
52.166.18.100-192.168.10.17-443-64200-6,192.168.10.17,64200,52.166.18.100,443,6,5/7/2017 11:05:06,6331283,19,2,2332,1540,246,18,122.714,100.125,1213,519,769.977,344.69,611.5664076301754,3.3168632645231626,316564,283044,639275,39915,4369002,242722,235180,932340,55999,6261351,6.26135e+06,0,6261351,1698645,0,0,0,0,608,64,3.00097,0.315892,18,1213,176,237.814,56555.4,0,0,0,0,0,0,0,0,0,184.381,122.714,769.977,608,0,0,0,0,0,0,19,2332,2,1540,29200,65535,13,32,286031,0,286031,286031,4.59504e+06,762866,6013375,4101015,BENIGN
192.168.10.16-192.168.10.5-443-4613-6,192.168.10.5,4613,192.168.10.16,443,6,5/7/2017 11:05:13,3649411,12,11,1340,8412,199,84,111.673,44.3866,2215,370,764.731,597.052,2672.212036408067,6.302386878320913,165882,208816,699362,29653,2310228,210021,273176,647912,56341,2699667,269967,298432,766530,74829,0,0,0,0,384,352,3.2882,3.01419,84,2215,406.333,527.49,278246,0,0,0,0,0,0,0,0,0,424,111.673,764.731,384,0,0,0,0,0,0,12,1340,11,8412,65535,65535,5,32,0,0,0,0,0,0,0,0,BENIGN
185.26.26.64-192.168.10.12-443-31275-6,192.168.10.12,31275,185.26.26.64,443,6,5/7/2017 11:05:28,1763746,4,16,273,11240,151,14,68.17,38.1256,1579,326,702.482,478.998,6527.5839038047425,11.339501266055317,92828.7,89252.2,277381,11877,1181518,393839,334323,1072314,55783,1303005,86867,92172.5,200050,17747,0,0,0,0,128,512,2.2679,9.0716,14,1579,548.238,498.967,248968,0,0,0,0,0,0,0,0,4,575.65,68.17,702.482,128,0,0,0,0,0,0,4,273,16,11240,64240,5840,3,32,0,0,0,0,0,0,0,0,BENIGN
13.166.101.205-192.168.10.16-443-40301-6,192.168.10.16,40301,13.166.101.205,443,6,5/7/2017 11:05:34,154832,1,18,37,9984,37,37,36.6508,0,1167,216,554.651,258.226,64721.762943060865,122.71365092487339,8601.78,18071,43189,699,0,0,0,0,0,98877,5816.31,12509.4,36482,1072,0,0,0,0,20,360,6.45861,116.255,37,1167,501.05,277.928,77244,0,0,1,0,1,0,0,0,18,527.421,36.6508,554.651,20,0,0,0,0,0,0,1,37,18,9984,65535,5840,1,20,0,0,0,0,0,0,0,0,BENIGN
23.160.143.42-192.168.10.15-53-1833-17,192.168.10.15,1833,23.160.143.42,53,17,5/7/2017 11:06:13,12663,2,2,68,280,39,29,34.1749,3.8283,187,98,139.93,29.0605,27481.63942193793,315.88091289583826,4221,1266.3,7169,835,9297,9296.68,0,9297,2673,8397,8397.06,0,8397,1828,0,0,0,0,16,16,157.94,157.94,29,187,69.6,59.4155,3530.21,0,0,0,0,0,0,0,0,1,87,34.1749,139.93,16,0,0,0,0,0,0,2,68,2,280,-1,-1,2,8,0,0,0,0,0,0,0,0,BENIGN
8.0.61.161-192.168.10.5-53-34152-17,192.168.10.5,34152,8.0.61.161,53,17,5/7/2017 11:06:49,1567,1,2,26,251,26,26,26.1495,0,193,109,125.297,29.3492,176770.89980855136,1914.4862795149968,783.5,235.05,1181,68,0,0,0,0,0,1054,1053.87,0,1054,16,0,0,0,0,8,16,638.162,1276.32,26,193,69.25,57.338,3287.65,0,0,0,0,0,0,0,0,2,92.3333,26.1495,125.297,8,0,0,0,0,0,0,1,26,2,251,-1,-1,1,8,0,0,0,0,0,0,0,0,BENIGN
52.159.133.97-192.168.10.19-443-57167-6,192.168.10.19,57167,52.159.133.97,443,6,5/7/2017 11:07:16,8075762,32,19,2602,16218,153,41,81.3035,30.5587,1928,72,853.583,596.99,2330.430242991312,6.315193538393034,161515,153535,622031,33804,6637892,214126,224621,683036,33704,7701405,427856,465255,1630567,27033,0,0,0,0,1024,608,3.96247,2.35272,41,1928,361.923,522.329,272828,1,0,0,0,0,0,0,0,0,369.02,81.3035,853.583,1024,0,0,0,0,0,0,32,2602,19,16218,29200,5840,13,32,1.61515e+06,0,1615152,1615152,4.90226e+06,0,4902264,4902264,BENIGN
104.174.128.89-192.168.10.14-53-2101-17,192.168.10.14,2101,104.174.128.89,53,17,5/7/2017 11:07:25,140646,2,2,94,115,58,39,47.1414,5.812,68,53,57.4454,7.4121,1486.000312842171,28.44019737496978,46882,14064.6,78232,3237,130838,130838,0,130838,10941,87815,87815.1,0,87815,8411,0,0,0,0,16,16,14.2201,14.2201,39,68,41.8,13.4541,181.014,0,0,0,0,0,0,0,0,1,52.25,47.1414,57.4454,16,0,0,0,0,0,0,2,94,2,115,-1,-1,2,8,0,0,0,0,0,0,0,0,BENIGN
23.113.166.252-192.168.10.16-443-60060-6,192.168.10.16,60060,23.113.166.252,443,6,5/7/2017 11:07:26,117261,8,3,651,1809,152,4,81.4141,53.9165,1268,0,603.101,480.113,20978.842070253537,93.80783039544264,11726.1,14972,34779,2772,117002,16714.5,22889.3,44157,3325,109634,54817.1,67595,109634,2709,0,0,0,0,160,60,68.2239,25.584,0,1268,205,345.414,119311,0,0,0,1,0,0,0,0,0,223.636,81.4141,603.101,160,0,0,0,0,0,0,8,651,3,1809,65535,-1,2,20,0,0,0,0,0,0,0,0,BENIGN
172.95.187.31-192.168.10.8-443-54977-6,192.168.10.8,54977,172.95.187.31,443,6,5/7/2017 11:08:04,313434,15,3,1839,3809,170,75,122.577,47.1879,2280,736,1269.58,614.207,18019.742593337032,57.42835812324125,18437.3,24109.7,48160,3272,190606,13614.7,19428,48864,1938,169535,84767.3,130001,169535,6125,0,0,0,0,300,60,47.857,9.57139,75,2280,297.263,497.721,247726,1,0,0,0,0,0,0,0,0,313.778,122.577,1269.58,300,0,0,0,0,0,0,15,1839,3,3809,64240,28960,7,20,0,0,0,0,0,0,0,0,BENIGN
